flow_type,partner,product,reporter,Trade,Y_2012_IHS,Y_2013_IHS,Y_2014_IHS,Y_2015_IHS,Y_2016_IHS,Y_2017_IHS,Y_2018_IHS,YTD,YTD_2018,YTD_2019,updated_date
VALUE,Pakistan,Stainless Products,Iran,EXP,276252,440910,1266935,621923,43058,0,0,Apr,0,0,03JUN2019
VALUE,Portugal,All Steel Mill Products,Iran,EXP,8051831,12300487,44236598,67503957,59426041,839066,224308,Apr,224308,0,03JUN2019
VALUE,Portugal,Flat Products,Iran,EXP,8051831,12300487,44236598,67260858,59237046,0,0,Apr,0,0,03JUN2019
VALUE,Portugal,Long Products,Iran,EXP,0,0,0,203166,188995,839066,224308,Apr,224308,0,03JUN2019
VALUE,Portugal,Stainless Products,Iran,EXP,0,0,0,39933,0,0,0,Apr,0,0,03JUN2019
VALUE,Qatar,All Steel Mill Products,Iran,EXP,9354428,22537225,33271425,30303449,21010437,12831627,34441298,Apr,17460007,14143930,03JUN2019
VALUE,Qatar,Flat Products,Iran,EXP,9354428,22254262,12087100,30302694,21010437,8296799,11823905,Apr,4585855,2984905,03JUN2019
VALUE,Qatar,Long Products,Iran,EXP,0,268058,380924,310,0,4486828,18305574,Apr,8811652,4332975,03JUN2019
VALUE,Qatar,Pipe and Tube Products,Iran,EXP,0,13655,20803401,445,0,48000,182477,Apr,0,919220,03JUN2019
VALUE,Qatar,Semi-Finished Products,Iran,EXP,0,0,0,0,0,0,4129342,Apr,4062500,5906830,03JUN2019
VALUE,Qatar,Stainless Products,Iran,EXP,0,1250,0,0,0,0,0,Apr,0,0,03JUN2019
VALUE,Sudan,All Steel Mill Products,Iran,EXP,760859,168328,82237,1991107,16446056,43202454,49445247,Apr,27875957,19500890,03JUN2019
VALUE,Sudan,Flat Products,Iran,EXP,0,0,0,0,17850,0,0,Apr,0,0,03JUN2019
VALUE,Sudan,Long Products,Iran,EXP,0,0,0,0,0,1892100,0,Apr,0,0,03JUN2019
VALUE,Sudan,Pipe and Tube Products,Iran,EXP,26070,41328,82237,31850,0,0,30664,Apr,5664,0,03JUN2019
VALUE,Sudan,Semi-Finished Products,Iran,EXP,693582,0,0,1959257,16428206,41310354,49414583,Apr,27870293,19500890,03JUN2019
VALUE,Sudan,Stainless Products,Iran,EXP,41207,127000,0,0,0,0,0,Apr,0,0,03JUN2019
VALUE,Singapore,All Steel Mill Products,Iran,EXP,0,0,0,0,0,14560,0,Apr,0,0,03JUN2019
VALUE,Singapore,Pipe and Tube Products,Iran,EXP,0,0,0,0,0,14560,0,Apr,0,0,03JUN2019
VALUE,Syria,All Steel Mill Products,Iran,EXP,40062,0,0,0,238848,63083224,106553085,Apr,56963891,11603096,03JUN2019
VALUE,Syria,Flat Products,Iran,EXP,0,0,0,0,115881,0,246101,Apr,0,399,03JUN2019
VALUE,Syria,Long Products,Iran,EXP,0,0,0,0,96904,0,1125150,Apr,0,8309103,03JUN2019
VALUE,Syria,Pipe and Tube Products,Iran,EXP,40062,0,0,0,26063,63083224,105181834,Apr,56963891,3293594,03JUN2019
VALUE,Thailand,All Steel Mill Products,Iran,EXP,7304650,15676094,57071400,126074506,255279698,526016128,645205106,Apr,334447348,172951991,03JUN2019
VALUE,Thailand,Flat Products,Iran,EXP,0,0,57071400,89049465,21141704,8147839,25484243,Apr,8426477,21597028,03JUN2019
VALUE,Thailand,Long Products,Iran,EXP,0,0,0,0,0,1088640,5148000,Apr,0,0,03JUN2019
VALUE,Thailand,Pipe and Tube Products,Iran,EXP,0,0,0,0,0,172,0,Apr,0,1420,03JUN2019
VALUE,Thailand,Semi-Finished Products,Iran,EXP,7304650,15676094,0,37025041,234137994,516779477,614572863,Apr,326020871,151353543,03JUN2019
VALUE,Tajikistan,All Steel Mill Products,Iran,EXP,23845830,37076387,19880146,4074487,113462,517139,3934295,Apr,455698,570554,03JUN2019
VALUE,Tajikistan,Flat Products,Iran,EXP,675152,3600,0,13860,3840,339,182428,Apr,7238,0,03JUN2019
VALUE,Tajikistan,Long Products,Iran,EXP,7457295,945501,1236104,542385,8233,477602,2935698,Apr,415127,402927,03JUN2019
VALUE,Tajikistan,Pipe and Tube Products,Iran,EXP,15712751,36089014,18644042,3518242,101389,39198,791806,Apr,33333,167627,03JUN2019
VALUE,Tajikistan,Stainless Products,Iran,EXP,632,38272,0,0,0,0,24363,Apr,0,0,03JUN2019
VALUE,Turkmenistan,All Steel Mill Products,Iran,EXP,92867489,159716707,210346666,151556782,55898696,54308340,49433165,Apr,11580631,13582030,03JUN2019
VALUE,Turkmenistan,Flat Products,Iran,EXP,8272905,8582775,9974531,11268192,5171874,4529285,3249379,Apr,1349832,2849697,03JUN2019
VALUE,Turkmenistan,Long Products,Iran,EXP,34215698,19711869,24844292,16573871,7146870,8658105,19253934,Apr,3817472,5332630,03JUN2019
VALUE,Turkmenistan,Pipe and Tube Products,Iran,EXP,49849158,115072761,172984870,123272093,43417551,40924319,26654805,Apr,6409700,5364086,03JUN2019
VALUE,Turkmenistan,Semi-Finished Products,Iran,EXP,30521,6255,17066,27410,7044,0,3627,Apr,3627,0,03JUN2019
VALUE,Turkmenistan,Stainless Products,Iran,EXP,499207,16343047,2525907,415216,155357,196631,271420,Apr,0,35617,03JUN2019
VALUE,Turkey,All Steel Mill Products,Iran,EXP,6968217,54956709,14682397,19208645,83105165,86225774,110923785,Apr,45684451,75046188,03JUN2019
VALUE,Turkey,Flat Products,Iran,EXP,40906,20542957,129066,100896,43498,1156381,6437804,Apr,80727,87306,03JUN2019
VALUE,Turkey,Long Products,Iran,EXP,6812905,21981920,14416583,6539693,1808036,32171911,63915373,Apr,7201633,69976363,03JUN2019
VALUE,Turkey,Pipe and Tube Products,Iran,EXP,66386,70190,64136,0,0,1116,945593,Apr,62,3538373,03JUN2019
VALUE,Turkey,Semi-Finished Products,Iran,EXP,0,12278085,0,12568016,81242631,52892761,39607127,Apr,38402029,1443366,03JUN2019
VALUE,Turkey,Stainless Products,Iran,EXP,48020,83557,72612,40,11000,3605,17888,Apr,0,780,03JUN2019
VALUE,Taiwan,All Steel Mill Products,Iran,EXP,0,0,140681735,0,216233639,208634481,131616422,Apr,66047717,0,03JUN2019
VALUE,Taiwan,Semi-Finished Products,Iran,EXP,0,0,140681735,0,216233639,208634481,131616422,Apr,66047717,0,03JUN2019
VALUE,Tanzania,All Steel Mill Products,Iran,EXP,0,74576,0,0,0,161384,2107000,Apr,2107000,163467,03JUN2019
VALUE,Tanzania,Long Products,Iran,EXP,0,0,0,0,0,48184,0,Apr,0,163467,03JUN2019
VALUE,Tanzania,Pipe and Tube Products,Iran,EXP,0,61085,0,0,0,0,0,Apr,0,0,03JUN2019
VALUE,Tanzania,Semi-Finished Products,Iran,EXP,0,0,0,0,0,0,2107000,Apr,2107000,0,03JUN2019
VALUE,Tanzania,Stainless Products,Iran,EXP,0,13491,0,0,0,113200,0,Apr,0,0,03JUN2019
VALUE,Ftz Zone,All Steel Mill Products,Iran,EXP,0,0,0,0,0,7951,0,Apr,0,0,03JUN2019
VALUE,Ftz Zone,Pipe and Tube Products,Iran,EXP,0,0,0,0,0,7951,0,Apr,0,0,03JUN2019
VALUE,"Other Countries, Nes",All Steel Mill Products,Iran,EXP,110752,12593841,4110022,7603026,339465,17697626,728103,Apr,580803,160110,03JUN2019
VALUE,"Other Countries, Nes",Flat Products,Iran,EXP,0,0,0,0,0,0,88000,Apr,88000,67243,03JUN2019
VALUE,"Other Countries, Nes",Long Products,Iran,EXP,0,0,0,14751,0,0,0,Apr,0,74279,03JUN2019
VALUE,"Other Countries, Nes",Pipe and Tube Products,Iran,EXP,110752,12593841,4110022,7588275,339465,3697626,219000,Apr,183500,18588,03JUN2019
VALUE,"Other Countries, Nes",Semi-Finished Products,Iran,EXP,0,0,0,0,0,14000000,0,Apr,0,0,03JUN2019
VALUE,"Other Countries, Nes",Stainless Products,Iran,EXP,0,0,0,0,0,0,421103,Apr,309303,0,03JUN2019
VALUE,Uzbekistan,All Steel Mill Products,Iran,EXP,0,95256,2987932,74434,16131,33572,516452,Apr,78484,344732,03JUN2019
VALUE,Uzbekistan,Flat Products,Iran,EXP,0,95256,2985677,73234,11200,13426,43036,Apr,34846,0,03JUN2019
VALUE,Uzbekistan,Long Products,Iran,EXP,0,0,0,1200,4931,0,179296,Apr,43638,240956,03JUN2019
VALUE,Uzbekistan,Pipe and Tube Products,Iran,EXP,0,0,0,0,0,0,294120,Apr,0,103776,03JUN2019
VALUE,Uzbekistan,Stainless Products,Iran,EXP,0,0,2255,0,0,20146,0,Apr,0,0,03JUN2019
VALUE,World,All Steel Mill Products,Iran,EXP,1160757607,1361120561,2007475519,2421757709,2499956524,2750063998,4226142557,Apr,1505677485,1182687094,03JUN2019
VALUE,World,Flat Products,Iran,EXP,631323588,672674044,1075239584,1354271353,1061533346,278122618,459045586,Apr,146503114,93040492,03JUN2019
VALUE,World,Long Products,Iran,EXP,355924252,289073699,332964426,317330534,235863367,362551505,883221069,Apr,172223607,338904284,03JUN2019
VALUE,World,Pipe and Tube Products,Iran,EXP,148310790,278373018,254832590,170711064,86843842,147089219,296950210,Apr,96077271,55682719,03JUN2019
VALUE,World,Semi-Finished Products,Iran,EXP,18732884,96062870,334910946,569070429,1113063867,1960790602,2579485216,Apr,1089492029,693371608,03JUN2019
VALUE,World,Stainless Products,Iran,EXP,6466093,24936930,9527973,10374329,2652102,1510054,7440476,Apr,1381464,1687991,03JUN2019
VALUE,South Africa,All Steel Mill Products,Iran,EXP,0,0,0,0,0,33500,38871,Apr,38871,0,03JUN2019
VALUE,South Africa,Long Products,Iran,EXP,0,0,0,0,0,33500,38871,Apr,38871,0,03JUN2019
